S.No,me,title,male,culture,dateOfBirth,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,isPopular,popularity,isAlive
657,Roger of Pennytree,,1,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.030100334,0
658,Hake,,1,,,,,,Night's Watch,,1,1,1,0,0,,,,,0,0,,0,0,0,0.026755853,0
659,Helicent Uffering,,0,,171,,,,House Uffering,,0,0,0,0,0,,,,,0,0,100,0,0,0,0.023411371,0
660,Lucias Vypren,Lord,1,,,,,,House Vypren,Lythene Frey,0,1,1,1,1,,,,1,1,1,,0,0,0,0.163879599,1
661,Mebble,,1,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.006688963,1
662,Jasper Redfort,Ser,0,Valemen,,,,,House Redfort,,0,0,0,1,1,,,,,0,1,,0,0,0,0.023411371,1
663,Jya,,0,Crannogmen,,,,,House Reed,Howland Reed,0,0,0,1,1,,,,1,1,0,,0,0,0,0.02006689,1
664,Aemond Targaryen,Protector of the Realm,1,Valyrian,110,,,,House Targaryen,,0,0,0,0,1,,,,,0,1,20,4,1,0,0.311036789,0
665,Willit,,1,,,,,,House Swyft,,0,1,0,0,0,,,,,0,0,,0,0,0,0.010033445,1
666,Urzen,,1,Ironborn,,,,,House Greyjoy,,0,1,1,0,0,,,,,0,0,,0,0,0,0.02006689,1
667,Tansy (orphan),,0,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.006688963,1
668,Squirrel,,0,Free Folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.043478261,0
669,Illifer,Ser,1,,240,,,,,,0,0,0,1,0,,,,,0,1,65,0,0,0,0.040133779,1
670,Paxter Redwyne,Arbor,1,,,,,,House Redwyne,Mi Tyrell,1,1,1,1,1,,,,1,1,1,,0,0,1,0.511705686,1
671,Clayton Suggs,Ser,1,,,,,,House Suggs,,0,0,0,1,1,,,,,0,1,,0,0,0,0.043478261,1
672,Tommen Baratheon,,1,,,Cersei Lannister,Robert Baratheon,Myrcella Baratheon,,,0,0,0,0,0,1,1,1,,0,0,,5,1,1,1,1
673,Tywin Frey (son of Raymund),,1,,299,,,,House Frey,,0,0,0,1,0,,,,,0,0,6,0,0,0,0.133779264,1
674,Cressen,Maester,1,,219,,,,,,0,1,1,1,0,,,,,0,1,80,0,0,0,0.183946488,0
675,Mohor,,1,,,,,,House Bracken,,1,0,0,0,0,,,,,0,0,,0,0,0,0.010033445,0
676,Richard Farrow,Ser,0,,,,,,House Farrow,,0,0,0,1,0,,,,,0,1,,0,0,0,0.016722408,0
677,Walda Frey (daughter of Lothar),,0,,294,,,,House Frey,,0,1,1,1,0,,,,,0,0,11,0,0,0,0.086956522,1
678,Wendel Manderly,Ser,1,,254,,,,House Manderly,,1,1,1,1,1,,,,,0,1,45,0,0,0,0.133779264,0
679,Rayrd,Septon,1,,,,,,Faith of the Seven,,0,0,0,1,1,,,,,0,0,,0,0,0,0.02006689,1
680,Gorne,King-Beyond-the-Wall,1,Free Folk,,,,,,,0,1,1,0,0,,,,,0,1,,0,0,0,0.053511706,1
681,Val,,0,Free folk,,,,,,,0,0,1,1,1,,,,,0,0,,0,0,0,0.140468227,1
682,Aemon Rivers,Ser,1,,,,,,House Frey,,0,1,1,1,0,,,,,0,1,,0,0,0,0.033444816,1
683,Aegon V Targaryen,,1,,,Dyan Dayne,Maekar I Targaryen,Duncan Targaryen,,,0,0,0,0,0,1,0,0,,0,0,,7,1,1,0.695652174,0
684,Joffrey Baratheon,,1,,,Cersei Lannister,Robert Baratheon,Tommen Baratheon,,,0,0,0,0,0,1,1,1,,0,0,,5,1,1,1,0
685,Willifer,Archmaester,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.006688963,1
686,Boremund Harlaw,Harridan Hill,1,Ironborn,,,,,House Harlaw of Harridan Hill,,0,0,0,1,1,,,,,0,1,,0,0,0,0.063545151,1
687,Mudge (swineherd),,1,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,,0,0,0,0,1
688,Gwin Goodbrother,,0,Ironborn,,,,,House Goodbrother,,0,0,0,1,0,,,,,0,0,,0,0,0,0.026755853,1
689,Joffrey Caswell,Bitterbridge,1,,190,,,,House Caswell,,0,0,0,0,0,,,,,0,1,100,0,0,0,0.023411371,0
690,Rudge,,0,,,,,,Night's Watch,,1,0,0,0,0,,,,,0,0,,0,0,0,0,1
691,Luthor Tyrell (son of Theodore),,1,,,,,,House Tyrell,,0,0,1,1,0,,,,,0,0,,0,0,0,0.137123746,1
692,Rolly Duckfield,Ser,1,,,,,,House Targaryen,,0,0,0,0,1,,,,,0,1,,0,0,0,0.086956522,1
693,Harlon Botley,,1,Ironborn,,,,,House Botley,,0,0,0,1,0,,,,,0,0,,0,0,0,0.046822742,1
694,Serra Frey,,0,,285,,,,House Frey,,0,1,1,1,0,,,,,0,0,20,0,0,0,0.137123746,1
695,Lester Morrigen,Lord of Crows Nest,0,,,,,,House Morrigen,,0,0,1,1,1,,,,,0,1,,0,0,0,0.023411371,1
696,Mi Tyrell,,0,,,,,,House Tyrell,Paxter Redwyne,1,1,1,1,1,,,,1,1,0,,0,0,0,0.163879599,1
697,Redtusk,Ser,1,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0,0,0.016722408,1
698,Stevron Frey,Ser,1,,233,,,,House Frey,Coren Swann,1,1,1,1,1,,,,1,1,1,66,0,0,0,0.173913043,0
699,Merrell Florent,,1,,,,,,House Florent,,0,1,1,1,0,,,,,0,0,,0,0,0,0.066889632,1
700,Gared,,1,,231,,,,Night's Watch,,1,1,0,0,0,,,,,0,0,66,0,0,0,0.093645485,0
701,Jonos Frey,,0,,291,,,,House Frey,,0,1,1,1,0,,,,,0,0,14,0,0,0,0.053511706,1
702,Melara Hetherspoon,,0,,264,,,,House Hetherspoon,,0,0,0,1,1,,,,,0,0,12,0,0,0,0.046822742,0
703,Cetheres,Archmaester,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.006688963,1
704,Quentyn Blackwood,Lord,0,,,,,,House Blackwood,,0,0,0,0,0,,,,,0,1,,0,0,0,0.02006689,0
705,Murmison,Septon,1,,,,,,Faith of the Seven,,0,0,1,0,0,,,,,0,0,,0,0,0,0.314381271,0
706,Jeyne Rivers,,0,,,,,,House Frey,,0,1,1,1,1,,,,,0,0,,0,0,0,0.02006689,1
707,Minisa Whent,Riverrun,0,Rivermen,,,,,House Whent,Hoster Tully,1,1,1,0,0,,,,0,1,1,,0,0,0,0.043478261,1
708,Fralegg,,1,Ironborn,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.006688963,1
709,Norren,Archmaester,1,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.016722408,1
710,Bran the Builder,King of Winter,0,First Men,,,,,House Stark,,1,1,1,1,1,,,,,0,1,,0,0,0,0.090301003,1
711,Osmynd,Septon,0,,,,,,Faith of the Seven,,0,1,0,0,0,,,,,0,0,,0,0,0,0.003344482,1
712,Otter Gimpknee,,0,,,,,,,,0,1,1,0,0,,,,,0,0,,0,0,0,0.006688963,1
713,Patrek Vance,,0,,264,,,,House Vance,,0,1,1,1,0,,,,,0,0,41,0,0,0,0.10367893,1
714,Wat (sailor),,0,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.006688963,1
715,Timett (father),,0,Vale mountain clans,,,,,Burned Men,,1,1,0,0,1,,,,,0,0,,0,0,0,0.013377926,1
716,Tormund,Ruddy Hall,1,Free Folk,,,,,,,0,0,1,1,1,,,,,0,1,,0,0,0,0.214046823,1
717,Leyla Hightower,,0,,,,,,House Hightower,Jon Cupps,0,0,0,1,0,,,,1,1,0,,0,0,0,0.050167224,1
718,Rhaegar Frey,,1,,269,,,,House Frey,Jeyne Beesbury,0,1,1,1,1,,,,1,1,0,31,0,0,0,0.133779264,0
719,Tristifer V Mudd,,1,,,,Tristifer IV Mudd,,,,0,0,0,0,0,,0,,,0,0,,0,0,0,0.016722408,1
720,Joss,,1,,,,,,,,1,0,0,0,0,,,,,0,0,,0,0,0,0.003344482,1
721,Jon Myre,,0,Ironborn,,,,,House Myre,,0,0,1,1,1,,,,,0,0,,0,0,0,0.023411371,1
722,Sargon Botley,,1,Ironborn,,,,,House Botley,,0,0,0,1,0,,,,,0,0,,0,0,0,0.053511706,1
723,Harren Half-Hoare,,1,Ironborn,,,,,,,0,0,0,1,1,,,,,0,0,,0,0,0,0.016722408,1
724,Delp,,0,,,,,,House Tully,,0,1,1,1,1,,,,,0,0,,0,0,0,0.013377926,0
725,Eon Hunter,Longbow Hall,1,,,,,,House Hunter,,1,1,1,1,1,,,,,0,1,,0,0,0,0.046822742,0
726,Matrice,,0,,,,,,House Baratheon of Dragonstone,,0,1,0,0,0,,,,,0,0,,0,0,0,0.003344482,1
727,Benjen Stark (Sweet),,1,Northmen,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.013377926,1
728,Raymun Fossoway,Ser,1,,,,,,House Fossoway of New Barrel,,0,0,0,0,0,,,,,0,1,,0,0,0,0.040133779,1
729,Mago,Bloodrider,0,Dothraki,,,,,,,1,0,1,1,1,,,,,0,0,,0,0,0,0.033444816,1
730,Bhakaz zo Loraq,Cupbearer,1,Ghiscari,,,,,House of Loraq,,0,0,0,0,1,,,,,0,1,,0,0,0,0.003344482,1
731,Ballabar,Maester,1,,,,,,House Redwyne,,0,1,1,1,1,,,,,0,1,,0,0,0,0.030100334,1
732,Patchface,,1,,,,,,House Baratheon of Dragonstone,,0,1,1,1,1,,,,,0,0,,0,0,0,0.107023411,1
733,Lann the Clever,,1,,,,,,House Lannister,,1,0,0,0,0,,,,,0,0,,0,0,0,0.060200669,1
734,Long Lew,,1,,,,,,House Tully,,0,0,0,0,0,,,,,0,0,,0,0,0,0,1
735,Gevin Harlaw,,0,Ironborn,,,,,House Harlaw,,0,1,1,0,0,,,,,0,0,,0,0,0,0.016722408,0
736,Androw Frey,,1,,295,,,,House Frey,,0,1,1,1,0,,,,,0,0,10,0,0,0,0.133779264,1
737,Jyan Frey,,0,,,,,,House Frey,Benfrey Frey,0,1,1,1,0,,,,0,1,0,,0,0,0,0.050167224,1
738,Brusco,,1,Braavosi,,,,,,,0,0,0,1,1,,,,,0,0,,0,0,0,0.046822742,1
739,Robert Arryn,Eyrie,1,Valemen,292,,,,House Arryn,,1,1,1,1,1,,,,,0,1,13,0,0,0,0.321070234,1
740,Victaria Tyrell,,0,,,,,,House Tyrell,Jon Bulwer,0,0,1,1,0,,,,1,1,0,,0,0,0,0.133779264,1
741,Ronnel Harclay,,0,,,,,,House Harclay,,0,0,1,0,0,,,,,0,0,,0,0,0,0.013377926,1
742,Grey King,,1,Ironborn,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.076923077,1
743,Wyl Waynwood,,0,,,,,,House Waynwood,,0,0,0,0,0,,,,,0,0,,0,0,0,0.013377926,0
744,Dryn,,1,Free Folk,,,,,,,0,0,1,1,1,,,,,0,0,,0,0,0,0.016722408,1
745,Josmyn Peckledon,,1,,284,,,,House Peckledon,,0,1,1,1,1,,,,,0,0,21,0,0,0,0.050167224,1
746,Styr,Magr of Thenn,1,Free Folk,,,,,Thenn,,0,0,1,1,1,,,,,0,1,,0,0,0,0.140468227,0
747,Tobbot,,0,,,,,,House Clegane,,0,1,0,0,0,,,,,0,0,,0,0,0,0.010033445,1
748,Flement Brax,Ser,1,,,,,,House Brax,Morya Frey,1,1,1,1,1,,,,1,1,1,,0,0,0,0.140468227,1
749,Tumco Lho,Ser,1,Ghiscari,,,,,,,0,0,0,0,1,,,,,0,1,,0,0,0,0.030100334,1
750,Skinner,,1,,,,,,House Bolton,,0,0,0,0,1,,,,,0,0,,0,0,0,0.033444816,1
751,Tumberjon,,0,,,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,0,0,0.010033445,1
752,Rezk mo Rezk,Seneschal,1,Ghiscari,,,,,House of Rezk,,0,0,0,0,1,,,,,0,1,,0,0,0,0.080267559,1
753,Harma,,0,Wildlings,,,,,,,0,1,1,0,1,,,,,0,0,,0,0,0,0.053511706,0
754,Hosman Norcross,Ser,1,,,,,,House Norcross,Dele Florent,0,1,1,1,0,,,,1,1,1,,0,0,0,0.076923077,1
755,Garrett Flowers,,0,,,,,,House Tyrell,,1,1,1,1,1,,,,,0,0,,0,0,0,0.130434783,1
756,Mad Huntsman,,1,,,,,,Brotherhood without banners,,0,0,1,1,0,,,,,0,0,,0,0,0,0.036789298,1
757,Jon Fossoway,Knight,1,Reach,,,,,House Fossoway of New Barrel,Jan Tyrell,0,1,0,0,0,,,,1,1,1,,0,0,0,0.18729097,1
758,Daven Lannister,Ser,1,Westerman,273,,,,House Lannister,,1,1,1,1,1,,,,,0,1,32,0,0,0,0.20735786,1
759,Aegon Targaryen (son of Baelon),Prince,1,Valyrian,,,,,House Targaryen,,0,0,0,0,0,,,,,0,1,,0,0,0,0,1
760,Grisel,,0,,,,,,House Baelish,,0,0,1,0,0,,,,,0,0,,0,0,0,0.003344482,1
761,Kyleg,,0,Free Folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.010033445,1
762,Jaehaerys Targaryen (son of Aegon II),Prince,1,,123,,,,House Targaryen,,0,0,0,0,0,,,,,0,1,6,0,0,0,0.18729097,0
763,Rafe,,0,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.006688963,1
764,Garrison Prester,Feastfires,1,,,,,,House Prester,,0,0,0,1,1,,,,,0,1,,0,0,0,0.013377926,1
765,Byan Votyris,,1,Norvoshi,,,,,,,1,0,0,0,0,,,,,0,0,,0,0,0,0,1
766,Amabel,,0,,,,,,House Whent,,0,1,1,0,0,,,,,0,0,,0,0,0,0.003344482,1
767,Raymun Redbeard,King-Beyond-the-Wall,1,free folk,,,,,,,0,0,0,0,0,,,,,0,1,,0,0,0,0,0
768,Alyn Ambrose,,1,,,,,,House Ambrose,,0,1,1,1,1,,,,,0,0,,0,0,0,0.033444816,1
769,Quenton Hightower,Hightower,1,,,,,,House Hightower,,0,0,0,1,0,,,,,0,1,,0,0,0,0.006688963,1
770,Tallad,Ser,1,,,,,,House Baratheon of King's Landing,,0,1,1,1,1,,,,,0,1,,0,0,0,0.046822742,1
771,Rolfe,,1,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.003344482,1
772,Manfred Dondarrion,Ser,1,,,,,,House Dondarrion,,0,0,0,0,0,,,,,0,1,,0,0,0,0.010033445,1
773,Steffon Darklyn,Ser,0,,,,,,House Darklyn,,0,0,0,0,0,,,,,0,1,,0,0,0,0.093645485,0
774,Manfred Swann,Ser,0,,,,,,House Swann,,0,0,1,0,0,,,,,0,1,,0,0,0,0.016722408,1
775,Qyburn,Master of whisperers,1,,,,,,House Lannister,,0,1,1,1,1,,,,,0,1,,0,0,1,0.535117057,1
776,Tion Frey,,1,,279,,,,,,1,1,1,1,1,,,,,0,0,20,0,0,0,0.120401338,0
777,Eustace Hunter,Ser,0,,,,,,House Hunter,,0,0,0,1,1,,,,,0,1,,0,0,0,0.023411371,1
778,Desmond Redwyne,Ser,1,,,,,,House Redwyne,Denyse Hightower,0,0,0,1,0,,,,1,1,1,,0,0,0,0.076923077,1
779,Edrick Stark,King in the North,1,Northmen,,,,,House Stark,,0,1,0,0,1,,,,,0,1,,0,0,0,0.026755853,1
780,Ternesio Terys,Captain,1,Braavosi,,,,,,,0,0,1,1,0,,,,,0,1,,0,0,0,0.023411371,1
781,Tregar Ormollen,,1,Lyseni,,,,,,,0,1,0,1,0,,,,,0,0,,0,0,0,0.023411371,1
782,Ilyn Payne,Ser,1,Westeros,,,,,House Payne,,1,1,1,1,1,,,,,0,1,,0,0,0,0.224080268,1
783,Manfred Lothston,,1,,,,,,House Lothston,,0,0,0,0,0,,,,,0,0,,0,0,0,0.010033445,1
784,Beric Dondarrion,Lord of Blackhaven,1,,276,,,,,,1,1,1,1,1,,,,,0,1,23,0,0,1,0.434782609,0
785,Marq Rankenfell,Lord Commander of the Night's Watch,1,,,,,,Night's Watch,,0,0,1,0,0,,,,,0,1,,0,0,0,0.050167224,1
786,Marwyn,Archmaester,1,,,,,,,,1,0,1,1,0,,,,,0,1,,0,0,0,0.160535117,1
787,Jorelle Mormont,,0,Northmen,278,,,,House Mormont,,0,0,0,1,1,,,,,0,0,27,0,0,0,0.040133779,1
788,Garse Goodbrook,Ser,1,,,,,,House Goodbrook,Kyra Frey,0,1,1,1,0,,,,1,1,1,,0,0,0,0.066889632,1
789,Philip Foote,Ser,1,,,,,,House Foote,,0,1,1,0,1,,,,,0,1,,0,0,0,0.050167224,1
790,Gareth Clifton,Ser,1,,,,,,House Clifton,Jeyne Farman,0,0,0,1,0,,,,1,1,1,,0,0,0,0.013377926,1
791,Quent,,1,northmen,,,,,House Stark,,1,1,1,1,0,,,,,0,0,,0,0,0,0.023411371,1
792,Lothar Mallery,Lord,0,,,,,,House Mallery,,1,0,1,0,0,,,,,0,1,,0,0,0,0.016722408,0
793,Jeyne Goodbrook,,0,,293,,,,House Goodbrook,,0,1,1,1,0,,,,,0,0,12,0,0,0,0.063545151,1
794,Willam Wells,Ser,1,Dornish,,,,,House Wells,,0,0,0,0,1,,,,,0,1,,0,0,0,0.040133779,0
795,Cassa Estermont,,1,,,,,,House Estermont,Steffon Baratheon,0,1,1,0,1,,,,0,1,0,,0,0,0,0.10367893,0
796,Lorimer,Ser,1,,,,,,House Lefford,,0,0,0,1,0,,,,,0,1,,0,0,0,0.013377926,0
797,Durran,,1,First Men,,,,Durran the Devout,,,0,0,0,0,0,,,1,,0,0,,0,0,0,0.043478261,1
798,Canker Jeyne,,0,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.010033445,1
799,Andrew Estermont,Ser,1,,,,,,House Estermont,,0,1,1,1,1,,,,,0,1,,0,0,0,0.036789298,1
800,Marlon Manderly,Ser,1,,,,,,House Manderly,,0,0,0,1,1,,,,,0,1,,0,0,0,0.043478261,1
801,Myles (squire),,1,,,,,,House Tully,,0,1,0,0,0,,,,,0,0,,0,0,0,0.013377926,0
802,Beron Stark,Winterfell,1,Northmen,,,,,House Stark,Lorra Royce,0,1,0,0,0,,,,1,1,1,,0,0,0,0.234113712,1
803,Vortimer Crane,Ser,0,,,,,,House Crane,,1,1,1,1,1,,,,,0,1,,0,0,0,0.026755853,1
804,Maddy,,0,,,,,,House Arryn,,0,0,0,1,1,,,,,0,0,,0,0,0,0.013377926,1
805,Jasper Arryn,Eyrie,1,,,,,,House Arryn,,0,0,0,1,0,,,,,0,1,,1,1,0,0.043478261,1
806,Cuger,,1,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,0,0,0.006688963,1
807,Jack-Be-Lucky,,1,,,,,,Brotherhood without banners,,0,0,1,1,0,,,,,0,0,,0,0,0,0.026755853,1
808,Martyn Mullendore,Uplands,0,,,,,,House Mullendore,,0,0,0,1,0,,,,,0,1,,0,0,0,0.006688963,1
809,Yohn Royce,Runestone,1,Valemen,,,,,House Royce,,1,1,1,1,1,,,,,0,1,,2,1,0,0.170568562,1
810,Palla,,0,Northmen,,,,,House Stark,,0,1,0,1,0,,,,,0,0,,1,1,0,0.02006689,1
811,Tytos Blackwood,Raventree Hall,1,,,,,,House Blackwood,,1,1,1,1,1,,,,,0,1,,0,0,0,0.220735786,1
812,Tristan Ryger,,0,,,,,,House Ryger,,0,0,1,0,0,,,,,0,0,,0,0,0,0.006688963,1
813,Tansy,,0,,,,,,Peach,,0,0,1,1,0,,,,,0,0,,0,0,0,0.023411371,1
814,Serala,Duskendale,0,Myrish,,,,,House Darklyn,Denys Darklyn,0,0,0,1,0,,,,1,1,1,,0,0,0,0.043478261,1
815,Lord Cafferen,Lord,1,,,,,,House Cafferen,,0,0,1,0,0,,,,,0,1,,0,0,0,0.02006689,0
816,Ulf son of Umar,,1,Vale mountain clans,,,,,Moon Brothers,,1,0,0,0,0,,,,,0,0,,0,0,0,0.023411371,0
817,Stygg,,0,,,,,,House Greyjoy,,0,1,1,0,0,,,,,0,0,,0,0,0,0.036789298,1
818,Lambert Turnberry,Ser,1,,,,,,House Turnberry,,0,0,0,1,1,,,,,0,1,,0,0,0,0.016722408,1
819,Erreck,Maester,1,,,,,,,,0,0,1,0,0,,,,,0,1,,0,0,0,0.003344482,1
820,Tothmure,Maester,1,,,,,,,,0,1,0,0,0,,,,,0,1,,0,0,0,0.013377926,0
821,Elron,,0,,,,,,Night's Watch,,0,1,1,1,1,,,,,0,0,,0,0,0,0.013377926,1
822,Denys Redwyne,,1,,,,,,House Redwyne,,0,0,0,1,0,,,,,0,0,,0,0,0,0.073578595,1
823,Benfred Tallhart,,1,Northmen,281,,,,House Tallhart,,0,1,1,1,1,,,,,0,0,18,0,0,0,0.070234114,0
824,Marq Grafton,,1,,,,,,House Grafton,,0,0,0,1,0,,,,,0,0,,0,0,0,0.030100334,0
825,Old Grey Gull,,1,Ironborn,,,,,Drowned men,,0,0,0,1,1,,,,,0,0,,0,0,0,0.010033445,1
826,Dermot,Ser,0,,,,,,House Baratheon of Dragonstone,,0,1,1,1,0,,,,,0,1,,0,0,0,0.023411371,1
827,Arneld,Ser,1,,,,,,,,0,1,0,0,0,,,,,0,1,,0,0,0,0.003344482,1
828,Lancel Lannister,Ser,1,,282,,,,House Lannister of Casterly Rock,Amerei Frey,1,1,1,1,1,,,,1,1,1,23,5,1,1,0.47826087,1
829,Merling Queen,,0,Braavosi,,,,,,,0,0,0,1,1,,,,,0,0,,0,0,0,0.02006689,1
830,Mark Ryswell,Ser,0,Northmen,,,,,House Ryswell,,1,0,0,0,0,,,,,0,1,,0,0,0,0.02006689,0
831,Coldhands,,1,,,,,,Three-eyed crow,,0,0,1,1,1,,,,,0,0,,0,0,0,0.130434783,1
832,Belandra,,0,,,,,,House Martell,,0,0,0,1,0,,,,,0,0,,0,0,0,0.006688963,1
833,Rayrd Ruttiger,Ser,0,,,,,,House Ruttiger,,0,0,0,1,1,,,,,0,1,,0,0,0,0.02006689,1
834,Rhae Targaryen,Princess,0,Valyrian,201,,,,House Targaryen,,0,0,0,0,0,,,,,0,1,100,0,0,0,0.080267559,0
835,Daryn Hornwood,,1,Northmen,,,,,House Hornwood,,1,0,0,0,1,,,,,0,0,,0,0,0,0.086956522,0
836,Grubbs,,0,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.02006689,0
837,Mezzara,Cupbearer,1,Ghiscari,,,,,House of Merreq,,0,0,0,0,1,,,,,0,1,,0,0,0,0.016722408,1
838,Merrit,,0,,,,,,Brotherhood without banners,,0,0,1,1,0,,,,,0,0,,0,0,0,0.010033445,1
839,Zollo,,1,Dothraki,,,,,Brave Companions,,0,0,1,1,0,,,,,0,0,,0,0,0,0.036789298,1
840,Benrion Botley,,1,Ironborn,,,,,House Botley,,0,0,0,1,0,,,,,0,0,,0,0,0,0.046822742,1
841,Edmyn Tully,Riverrun,1,Rivermen,,,,,House Tully,,1,0,1,0,0,,,,,0,1,,0,0,1,0.357859532,1
842,Lewyn Martell,Ser,1,Dornish,,,,,House Martell,,1,0,1,1,1,,,,,0,1,,2,1,0,0.147157191,0
843,Walder Frey (son of Merrett),,1,,291,,,,House Frey,,0,0,0,0,0,,,,,0,0,9,0,0,0,0,0
844,Lucas Blackwood,,1,,,,,,House Blackwood,,0,1,1,1,1,,,,,0,0,,0,0,0,0.073578595,0
845,Otho Bracken,Ser,1,,,,,,House Bracken,,0,0,0,0,0,,,,,0,1,,0,0,0,0.026755853,1
846,Bronn,Ser,1,,264,,,,House Stokeworth,Lollys Stokeworth,1,1,1,1,1,,,,1,1,1,41,0,0,1,0.471571906,1
847,Elia Martell,Princess,0,,256,,,,,Rhaegar Targaryen,1,1,1,1,1,,,,0,1,1,27,7,1,1,0.441471572,0
848,Gurn,,0,Vale mountain clans,,,,,Stone Crows,,1,0,0,0,0,,,,,0,0,,0,0,0,0.003344482,1
849,Robin Moreland,Lord,1,,,,,,House Moreland,,0,0,0,1,1,,,,,0,1,,0,0,0,0.013377926,1
850,Daeron II Targaryen,,1,,,erys Targaryen,Aegon IV Targaryen,Baelor 'Breakspear' Targaryen,,,0,0,0,0,0,0,0,1,,0,0,,10,1,1,0.765886288,0
851,Gladden Wylde,Ser,1,,,,,,House Wylde,,1,0,0,0,0,,,,,0,1,,0,0,0,0.016722408,0
852,Big Boil,,1,Free Folk,,,,,,,0,0,1,1,0,,,,,0,0,,0,0,0,0.006688963,1
853,Franklyn Fowler,Skyreach,1,Dornishmen,,,,,House Fowler,,0,0,0,1,1,,,,,0,1,,0,0,0,0.02006689,1
854,Petyr Frey,,1,,281,,,,House Frey,Mylenda Caron,0,1,1,1,0,,,,1,1,0,19,0,0,0,0.177257525,0
855,Hairy Hal,,0,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.033444816,0
856,Jafer Flowers,,1,,,,,,Night's Watch,,1,0,0,0,0,,,,,0,0,,0,0,0,0.043478261,0
857,Lyonel Tyrell (lord),Lord Paramount of the Mander,1,Reach,,,,,House Tyrell,,0,0,0,0,0,,,,,0,1,,0,0,0,0.02006689,0
858,Aerys I Targaryen,,1,,,Mariah Martell,Daeron II Targaryen,Rhaegel Targaryen,,,0,0,0,0,0,1,0,0,,0,0,,3,1,1,0.622073579,0
859,Rainbow Knight,,0,,,,,,,,1,0,0,0,0,,,,,0,0,,0,0,0,0.003344482,1
860,Jaehaerys I Targaryen,,1,,,Alyssa Velaryon,Aenys I Targaryen,Aemon Targaryen,,,0,0,0,0,0,1,0,1,,0,0,,5,1,1,0.658862876,0
861,Aenys Frey,Ser,1,,240,,,,House Frey,Tya Wylde,1,1,1,1,1,,,,1,1,1,60,0,0,0,0.147157191,0
862,Anra Farring,Lady,0,,,,,,House Farring,Walder Frey,0,1,1,1,1,,,,1,1,1,,0,0,0,0.063545151,1
863,Lyman Darry,Lord of Darry,0,,290,,,,House Darry,,1,1,0,0,0,,,,,0,1,9,0,0,0,0.056856187,0
864,Poetess,,0,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.010033445,1
865,Taggaro,,1,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.030100334,1
866,Runciter,Grand Maester,1,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0,0,0.244147157,0
867,Lenwood Tawney,,1,Ironborn,,,,,House Tawney,,0,0,0,1,0,,,,,0,0,,0,0,0,0.010033445,1
868,Denestan,Maester,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.010033445,1
869,Lyn Corbray,Ser,1,,,,,,House Corbray,,1,1,1,1,1,,,,,0,1,,0,0,0,0.090301003,1
870,Chataya,,0,Summer Isles,,,,,Chataya's brothel,,1,1,1,0,0,,,,,0,0,,0,0,0,0.073578595,1
871,Preston Greenfield,Ser,1,Westermen,,,,,House Greenfield,,1,1,1,1,0,,,,,0,1,,0,0,0,0.093645485,0
872,Arlan of Pennytree,Ser,1,,149,,,,,,0,0,0,0,0,,,,,0,1,60,0,0,0,0.10367893,0
873,Humfrey Hardyng,Ser,1,,,,,,House Hardyng,,0,0,0,0,0,,,,,0,1,,0,0,0,0.053511706,0
874,Jurne,Maester,0,,,,,,,,0,1,1,1,0,,,,,0,1,,0,0,0,0.013377926,1
875,Nightingale,,0,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.016722408,1
876,Pate (Mory),,1,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.003344482,1
